backend,regime,config,dtype,batch,seq,heads,head_dim,status,fwd_ms,fwd_tflops,fwd_peak_mb,error,fwd_min_ms,fwd_p10_ms,fwd_p90_ms
sdpa-mem-eff,cross_row,cross_row/tabpfn/fp16/rows=16384,fp16,32,16384,6,32,ok,85.11660766601562,77.50625815048784,1644.167168,,85.11023712158203,85.11158752441406,85.12403106689453
sdpa-cudnn,cross_row,cross_row/tabpfn/fp16/rows=16384,fp16,32,16384,6,32,ok,29.668895721435547,222.3564310784128,1644.168704,,29.284320831298828,29.293535232543945,31.489120483398438
flash-attn,cross_row,cross_row/tabpfn/fp16/rows=16384,fp16,32,16384,6,32,ok,27.12495994567871,243.21030445270694,1656.750592,,26.707231521606445,26.714719772338867,27.800447463989258
xformers,cross_row,cross_row/tabpfn/fp16/rows=16384,fp16,32,16384,6,32,ok,29.37500762939453,224.5810401102516,1656.75008,,29.052095413208008,29.179519653320312,30.34422492980957
eager,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.09331200271844864,8.630254892608619,247.463936,,0.09206400066614151,0.09241600334644318,0.09424000233411789
sdpa-math,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.5378879904747009,1.4971636888365827,524.288,,0.5347840189933777,0.5357120037078857,0.5397760272026062
sdpa-flash,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.40380799770355225,1.9942803822107553,236.453888,,0.40249601006507874,0.40272000432014465,0.4047360122203827
sdpa-mem-eff,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.24687999486923218,3.261934481271178,234.881024,,0.24620799720287323,0.24639999866485596,0.24889600276947021
sdpa-cudnn,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.4684480130672455,1.7190944257125043,234.88256,,0.468095988035202,0.46828800439834595,0.4686720073223114
flash-attn,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.4259200096130371,1.8907455621341864,236.4544,,0.42444801330566406,0.4251520037651062,0.42656001448631287
xformers,cross_col,cross_col/tabpfn/fp16/cols=16,fp16,4096,16,6,32,ok,0.4119679927825928,1.9547789685325943,236.453888,,0.4105600118637085,0.41123199462890625,0.41276800632476807
eager,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,0.22655999660491943,14.217979874078335,486.539264,,0.22441600263118744,0.2252800017595291,0.22780799865722656
sdpa-math,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,1.227936029434204,2.623284434030528,1116.47232,,1.2168320417404175,1.2206079959869385,1.2308160066604614
sdpa-flash,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,0.4096960127353668,7.862476987494317,439.353344,,0.40745601058006287,0.4079360067844391,0.4110400080680847
sdpa-mem-eff,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,0.25091201066970825,12.838068067774994,436.207616,,0.2502720057964325,0.2505280077457428,0.25116801261901855
sdpa-cudnn,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,0.4647360146045685,6.931301579329623,436.209152,,0.46428799629211426,0.4644159972667694,0.46489599347114563
flash-attn,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,0.4481920003890991,7.187155212952226,439.353856,,0.4461759924888611,0.44700801372528076,0.4496000111103058
xformers,cross_col,cross_col/tabpfn/fp16/cols=32,fp16,4096,32,6,32,ok,0.43088001012802124,7.475922289926895,439.353344,,0.42879998683929443,0.43007999658584595,0.4322879910469055
eager,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,0.671455979347229,19.189496086588353,1140.850688,,0.6681920289993286,0.6691840291023254,0.6731839776039124
sdpa-math,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,3.1107840538024902,4.142011038101486,2853.700608,,3.0916481018066406,3.100287914276123,3.1247360706329346
sdpa-flash,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,0.42339199781417847,30.432558845042283,845.152256,,0.41999998688697815,0.4206719994544983,0.42713600397109985
sdpa-mem-eff,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,0.264384001493454,48.73555818512349,838.8608,,0.26371198892593384,0.26390400528907776,0.26470398902893066
sdpa-cudnn,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,0.46883198618888855,27.482983814181953,838.862336,,0.4682239890098572,0.4684160053730011,0.46905601024627686
flash-attn,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,0.4758720099925995,27.07640209433705,845.152768,,0.4715839922428131,0.47308799624443054,0.4801279902458191
xformers,cross_col,cross_col/tabpfn/fp16/cols=64,fp16,4096,64,6,32,ok,0.4524480104446411,28.47819327426686,845.152256,,0.4506239891052246,0.45161598920822144,0.45449599623680115
eager,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,2.0525760650634766,25.109718674618826,3053.453312,,2.040735960006714,2.041759967803955,2.054975986480713
sdpa-math,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,9.358752250671387,5.507102461046835,8291.091456,,9.336992263793945,9.350367546081543,9.365216255187988
sdpa-flash,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,0.46700799465179443,110.36129604254081,1656.75008,,0.45769599080085754,0.46112000942230225,0.47088000178337097
sdpa-mem-eff,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,0.8649280071258545,59.58832079361785,1644.167168,,0.8642560243606567,0.8644160032272339,0.8654400110244751
sdpa-cudnn,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,0.42931199073791504,120.051637652636,1644.168704,,0.4288960099220276,0.42902401089668274,0.42982399463653564
flash-attn,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,0.5546240210533142,92.92711025050546,1656.750592,,0.5533440113067627,0.5537599921226501,0.5557760000228882
xformers,cross_col,cross_col/tabpfn/fp16/cols=128,fp16,4096,128,6,32,ok,0.5588480234146118,92.22472907229474,1656.75008,,0.5546240210533142,0.5572479963302612,0.5600640177726746
